subfamily_name,subfamily_name,class_name,Observed_TEs_number,Total_TEs_number,Observed_Odds_Ratio,Enrichment_p_value,Enrichment_p_value_adjusted,Average_divergence_genes,Average_divergence_all,Observed_TEs_number_log,Total_TEs_number_log,Random_Odds_Ratio_Mean,Random_Odds_Ratio_SD,Random_Odds_Ratio_Quantile_Of_Observed,p_raw_empirical,p_raw_empirical_clamped,p_adjusted_empirical_bh
LTR41,LTR41,LTR,132,746,2.246741968627508,1.0951068513445085e-14,5.904278920220628e-14,224.12878787878788,226.69168900804289,2.12057393120585,2.8727388274726686,1.644926147274006,0.25273512199898857,0.008,0.016,0.016,0.03709533468559841
SVA_E,SVA_E,Retroposon,204,934,2.920485419026989,4.247286053390131e-34,4.2961486363052386e-33,210.4558823529412,199.7730192719486,2.3096301674258988,2.9703468762300935,1.7571475061573008,0.2321192057528097,0.0,0.0,0.003992015968063872,0.010707259953161602
MER8,MER8,DNA,199,1862,1.2505711680367921,0.003540747497176585,0.0076359894137223334,217.84924623115577,221.33673469387756,2.298853076409707,3.269979676645324,1.531310035111,0.15689995623819872,0.974,0.052000000000000046,0.052000000000000046,0.10194854202401381
MER21C,MER21C,LTR,431,3844,1.3197408798073307,1.6420549563707712e-07,5.902103192238338e-07,210.2830626450116,211.76925078043703,2.6344772701607315,3.584783378996508,1.6818982365887205,0.11803811144262592,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
AluJr,AluJr,SINE,2561,14661,2.211943184923127,1.081407381410246e-244,3.169355479363875e-243,158.4857477547833,164.1105654457404,3.40840957846843,4.166163593747834,1.5311079077701055,0.054573130909249985,0.0,0.0,0.003992015968063872,0.010707259953161602
L1MB8,L1MB8,LINE,2064,11101,2.3869034098056696,4.386713308007018e-231,1.2535033277630054e-229,172.62742248062017,182.8526258895595,3.314709692955174,4.045362102653348,2.682305378083327,0.0983487225640194,1.0,0.0,0.003992015968063872,0.010707259953161602
AluSp,AluSp,SINE,7946,40249,2.570756660576217,0.0,0.0,91.66461112509438,96.76009341847002,3.900148560719344,4.604755094644832,1.5342391372257143,0.03243253842326085,0.0,0.0,0.003992015968063872,0.010707259953161602
Tigger12,Tigger12,DNA,72,678,1.2416735090689537,0.08859066067777621,0.1392835284108641,279.1388888888889,288.00294985250736,1.8573324964312685,2.8312296938670634,1.9220243510671309,0.2965528596512553,0.994,0.01200000000000001,0.01200000000000001,0.028875789473684237
FLAM_A,FLAM_A,SINE,1286,7541,2.1486331517950625,2.6608416245689486e-116,5.068903294803847e-115,180.86003110419907,188.51664235512533,3.109240968588203,3.87742894078822,1.5071370477355213,0.074328659323168,0.0,0.0,0.003992015968063872,0.010707259953161602
AluSq10,AluSq10,SINE,625,3165,2.5715467912375654,9.643304754836847e-82,1.5524362443350023e-80,100.28,104.69636650868878,2.7958800173440754,3.500373714353374,1.5363309706126196,0.11993025908738801,0.0,0.0,0.003992015968063872,0.010707259953161602
LTR37A,LTR37A,LTR,151,1543,1.133666364371003,0.14883356185780483,0.21781915647051336,201.88079470198676,205.4050550874919,2.1789769472931693,3.188365926063148,1.6161853120248844,0.17866296148181646,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
L1ME4b,L1ME4b,LINE,3603,14909,3.330479954274551,0.0,0.0,252.3549819594782,256.3825206251258,3.5566642621225686,4.173448514744314,2.671311174375525,0.0822845340370195,0.0,0.0,0.003992015968063872,0.010707259953161602
AluJr4,AluJr4,SINE,1362,7434,2.3441970311773686,9.287818262037375e-148,2.258718356065685e-146,164.33994126284875,168.3050847457627,3.1341771075767664,3.871222556759707,1.5375813426951013,0.07444499107797718,0.0,0.0,0.003992015968063872,0.010707259953161602
MER11C,MER11C,LTR,123,1431,0.9827541467133241,0.8883470401294744,0.9239132546569511,80.91869918699187,95.90705800139763,2.089905111439398,3.1556396337597765,1.6882739000030091,0.1856988239072878,1.0,0.0,0.003992015968063872,0.010707259953161602
Charlie29b,Charlie29b,DNA,128,983,1.5645572146585105,7.3592372608151174e-06,2.2019916725423244e-05,253.0703125,261.30111902339775,2.1072099696478683,2.9925535178321354,1.6896699148209513,0.24221594182273698,0.682,0.6359999999999999,0.6359999999999999,0.733549949545913
MSTD,MSTD,LTR,527,6314,0.9517099529595378,0.2846835553363718,0.36976511789712835,184.31878557874762,195.20763382958506,2.7218106152125467,3.8003045775561985,1.584565149109242,0.08995983695018751,1.0,0.0,0.003992015968063872,0.010707259953161602
AluSg7,AluSg7,SINE,1352,6568,2.708868920763616,9.811271056865508e-191,2.607972748371459e-189,98.6094674556213,101.9138246041413,3.130976691605617,3.8174331441113845,1.5388017598118469,0.0790304931675704,0.0,0.0,0.003992015968063872,0.010707259953161602
L1MC4,L1MC4,LINE,3044,13979,2.909220027207116,0.0,0.0,225.35840998685939,231.57328850418486,3.4834446480985353,4.14547610488496,3.0387276045515397,0.0959221069286364,0.914,0.17199999999999993,0.17199999999999993,0.27191701244813277
MER3,MER3,DNA,1478,9870,1.840592112822692,4.67126796363772e-90,8.089786791572597e-89,196.6745602165088,201.1352583586626,3.1696744340588068,3.9943171526696366,1.5224400263750315,0.06590417063771385,0.0,0.0,0.003992015968063872,0.010707259953161602
MER5A1,MER5A1,DNA,1831,14349,1.528628414912844,3.1375316593815584e-58,4.427405786016199e-57,212.0819224467504,216.69057077148233,3.2626883443016963,4.156821635591626,1.516238276260906,0.05275692321518756,0.412,0.824,0.824,0.8736846011131726
L1MEg,L1MEg,LINE,615,5150,1.4172472866936776,7.943890989094543e-15,4.344434162935436e-14,255.2130081300813,260.8957281553398,2.788875115775417,3.711807229041191,2.693624089119224,0.14516733549799485,1.0,0.0,0.003992015968063872,0.010707259953161602
MER33,MER33,DNA,1279,7242,2.2415807391303977,8.207327860762925e-127,1.6751742401521471e-125,189.68412822517593,190.10521955260978,3.106870544478654,3.859858520480993,1.549778193603078,0.07538687297631642,0.0,0.0,0.003992015968063872,0.010707259953161602
L1ME3,L1ME3,LINE,867,4235,2.6902671252805668,1.0125736470642375e-121,2.0304766291130237e-120,228.2722029988466,235.1827626918536,2.9380190974762104,3.6268534146667255,2.673618921176064,0.15400715059801362,0.44,0.88,0.88,0.9127404718693285
LTR104_Mam,LTR104_Mam,LTR,155,1361,1.3431730660266485,0.000901906449973733,0.0021431997345529663,283.0387096774194,282.4401175606172,2.1903316981702914,3.133858125203335,1.7539019173416155,0.19839916658154566,0.978,0.04400000000000004,0.04400000000000004,0.08901238938053105
MER94,MER94,DNA,519,4860,1.2494683463167353,3.257835524563105e-06,1.0174060121791336e-05,254.95375722543352,265.9244855967078,2.7151673578484576,3.6866362692622934,1.4997594562079049,0.09056122983878861,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR7,LTR7,LTR,148,1527,1.1216180657626649,0.18850497613772327,0.26275754600660695,67.18243243243244,69.8618205631958,2.1702617153949575,3.1838390370564214,1.9939066056200978,0.21647378986501298,1.0,0.0,0.003992015968063872,0.010707259953161602
MER67C,MER67C,LTR,161,1066,1.8591949732889672,1.620902853996062e-11,7.62424675768518e-11,202.16770186335404,189.406191369606,2.2068258760318495,3.0277572046905536,1.6415153665548945,0.21947443744030265,0.15,0.3,0.3,0.4166464155528554
LTR67B,LTR67B,LTR,202,2794,0.8144488601321541,0.004375429618762115,0.009244207124297776,266.66831683168317,275.1084466714388,2.305351369446624,3.446226401778163,1.599567023008498,0.1318732741348921,1.0,0.0,0.003992015968063872,0.010707259953161602
Tigger4b,Tigger4b,DNA,254,2081,1.4529237286417536,9.588952435883467e-08,3.5241712650208373e-07,144.48818897637796,149.7948101874099,2.404833716619938,3.318272080211627,1.5521053985084756,0.1383580881812967,0.74,0.52,0.52,0.6397847147470398
Charlie1a,Charlie1a,DNA,629,4149,1.867480041663465,5.689758896988675e-41,6.636116754344954e-40,192.61844197138313,202.23114003374306,2.798650645445269,3.617943434828973,1.7798188753415454,0.11414658662663886,0.216,0.432,0.432,0.5535605381165919
LTR79,LTR79,LTR,210,3296,0.7111656275844416,6.526193640475908e-07,2.187518865414652e-06,281.3142857142857,282.9220266990291,2.322219294733919,3.5179872030250783,1.569233199565543,0.11527730980640297,1.0,0.0,0.003992015968063872,0.010707259953161602
Charlie1b,Charlie1b,DNA,285,1942,1.7975048642089617,1.268648253308002e-17,8.146432323208126e-17,194.50526315789475,200.66323377960865,2.45484486000851,3.288249225571986,1.5955367830265472,0.1614374151009551,0.104,0.208,0.208,0.3115910878112713
Tigger3a,Tigger3a,DNA,483,4868,1.151132074959668,0.0037960753039107302,0.008125307251629146,173.3209109730849,173.00944946589976,2.683947130751512,3.6873505695580273,1.5490703624882027,0.09416414533945237,1.0,0.0,0.003992015968063872,0.010707259953161602
MER113A,MER113A,DNA,268,1861,1.7581937163428667,1.42464072605314e-15,8.101315173526064e-15,249.23880597014926,251.4803868887695,2.428134794028789,3.2697463731307668,1.5422792620495285,0.1539313847054547,0.084,0.168,0.168,0.2681899441340782
L1MB3,L1MB3,LINE,2104,10628,2.579597044996031,6.263828559605541e-272,1.9350151469267927e-270,163.39591254752852,164.3112532931878,3.3230457354817013,4.02645154573824,2.6777335025069933,0.11248042255655608,0.804,0.3919999999999999,0.3919999999999999,0.5138256880733946
MER44B,MER44B,DNA,134,1442,1.070642772200691,0.4553191277006473,0.5443825972404183,178.73880597014926,185.04576976421637,2.1271047983648077,3.15896526038341,1.5929449071931452,0.16577976381414736,1.0,0.0,0.003992015968063872,0.010707259953161602
MLT1C2,MLT1C2,LTR,1264,12706,1.1544972993929254,1.9131992565491687e-06,6.097776371713965e-06,197.42009493670886,201.96694475051157,3.1017470739463664,4.104008850999243,1.5936569243856056,0.06134888453338115,1.0,0.0,0.003992015968063872,0.010707259953161602
Chap1a_Mam,Chap1a_Mam,DNA,131,1151,1.3422045235592228,0.002042971405718883,0.004594611180706061,271.70992366412213,271.2632493483927,2.1172712956557644,3.0610753236297916,1.6520218484117677,0.1948607078372997,0.954,0.09200000000000008,0.09200000000000008,0.16379439252336464
L1M8,L1M8,LINE,67,888,0.8528627534080027,0.23418950114606443,0.3134409833840183,244.73134328358208,258.036036036036,1.8260748027008264,2.948412965778601,2.0819211986512753,0.2833143762826649,1.0,0.0,0.003992015968063872,0.010707259953161602
MER58A,MER58A,DNA,1038,12931,0.9121227670566806,0.0043631330921357556,0.009235298378354016,223.04335260115607,228.12690433841158,3.016197353512439,4.1116321117086,1.5245896216117907,0.05502190694120639,1.0,0.0,0.003992015968063872,0.010707259953161602
MER102c,MER102c,DNA,354,2758,1.5389216782558155,7.045181976136316e-13,3.4709668097947453e-12,275.8446327683616,281.07142857142856,2.5490032620257876,3.440594261839831,1.539097170083592,0.12823962581617832,0.5,1.0,1.0,1.0
Tigger7,Tigger7,DNA,455,2994,1.8728222272113189,1.9649212993023277e-30,1.811213746050452e-29,174.26153846153846,181.91616566466266,2.6580113966571126,3.4762517960070336,1.921185400014784,0.14088615564203674,0.612,0.776,0.776,0.8415256166982922
L1MC,L1MC,LINE,865,4827,2.281654765098563,1.2077669467114897e-89,2.0604143583451234e-88,211.19768786127167,209.9146467785374,2.9370161074648142,3.683677298818692,2.7266689436926317,0.1485838859037314,0.996,0.008000000000000007,0.008000000000000007,0.020052631578947388
MER41D,MER41D,LTR,124,367,5.33289574145677,5.484020102796784e-41,6.462097914945077e-40,176.3709677419355,168.08174386920982,2.093421685162235,2.5646660642520893,1.6442420395412838,0.36256016234315047,0.0,0.0,0.003992015968063872,0.010707259953161602
HAL1,HAL1,LINE,1265,10255,1.470547308130242,1.8177018010569946e-34,1.871741584331662e-33,255.3209486166008,263.0147245246221,3.1020905255118367,4.010935664704385,1.985301953969802,0.08329857155699265,1.0,0.0,0.003992015968063872,0.010707259953161602
MLT1A1,MLT1A1,LTR,426,5492,0.8788036274796457,0.009836694853281721,0.019690616842908945,183.9718309859155,190.22796795338675,2.629409599102719,3.7397305285647175,1.5846729612119779,0.09137514541908538,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR78,LTR78,LTR,251,2941,0.9751444475921538,0.7439366273752568,0.8059901090899702,279.0318725099602,287.81230873852434,2.399673721481038,3.468495024507069,1.7207865114594727,0.13358678418741526,1.0,0.0,0.003992015968063872,0.010707259953161602
Tigger19b,Tigger19b,DNA,383,2849,1.6231305697904281,9.951709606966659e-17,6.050427702533453e-16,285.01566579634465,284.22499122499124,2.583198773968623,3.454692449239477,1.5880743410059495,0.12888538037113578,0.378,0.756,0.756,0.8292783109404991
LTR16C,LTR16C,LTR,441,5485,0.9137154450860324,0.06915124475808176,0.11179614251554096,267.83219954648524,275.25050136736553,2.6444385894678386,3.73917663191073,1.576993327267739,0.09189652765663685,1.0,0.0,0.003992015968063872,0.010707259953161602
SVA_D,SVA_D,Retroposon,142,857,2.075534424689544,2.826642603254007e-13,1.4170405682102325e-12,100.19718309859155,89.38156359393233,2.1522883443830563,2.932980821923198,1.7638240324357433,0.25060905620889207,0.118,0.236,0.236,0.34319083969465647
L1M4b,L1M4b,LINE,213,1614,1.5888727439669652,2.2955858240464827e-09,9.576111667463977e-09,210.2300469483568,225.361833952912,2.3283796034387376,3.2079035303860515,2.838293721330124,0.28979551567927403,1.0,0.0,0.003992015968063872,0.010707259953161602
L1MC1,L1MC1,LINE,896,7396,1.4405973487566095,1.2709838302143712e-22,9.372480760871137e-22,159.48325892857142,162.68550567874527,2.9523080096621253,3.8689969024871353,2.7013147194045777,0.1222564136186989,1.0,0.0,0.003992015968063872,0.010707259953161602
MLT1B,MLT1B,LTR,1137,12268,1.0675148315926504,0.03762366476034926,0.06515734669860485,180.78188214599825,184.00595044016956,3.0557604646877348,4.088773767310448,1.5737303597271148,0.06142336482294337,1.0,0.0,0.003992015968063872,0.010707259953161602
Charlie5,Charlie5,DNA,517,2458,2.7836399271415964,1.6095901051222003e-77,2.420738802835099e-76,182.46615087040618,186.61554109031732,2.7134905430939424,3.390581878550435,1.9578872369386549,0.16804394445600607,0.0,0.0,0.003992015968063872,0.010707259953161602
L1PA3,L1PA3,LINE,607,8440,0.8098561008010073,2.8764739476762163e-07,1.0085305896300355e-06,29.647446457990114,31.171682464454975,2.7831886910752575,3.926342446625655,2.537745159776691,0.11099826080057526,1.0,0.0,0.003992015968063872,0.010707259953161602
Charlie19a,Charlie19a,DNA,230,1498,1.8956418010476397,1.2919561066466135e-16,7.731444135586802e-16,256.10434782608695,262.7696929238985,2.361727836017593,3.175511813363448,1.5625675927486542,0.17258675059354125,0.036,0.072,0.072,0.13230868167202586
LTR2C,LTR2C,LTR,66,195,5.3468971684439595,1.1650441930538517e-22,8.647048783510081e-22,120.04545454545455,114.36923076923077,1.8195439355418688,2.290034611362518,1.8673569932475964,0.585856646881343,0.0,0.0,0.003992015968063872,0.010707259953161602
L1MB4,L1MB4,LINE,1087,5527,2.558557321563823,1.594339117365983e-139,3.719040022753711e-138,163.5777368905244,167.69115252397322,3.0362295440862948,3.7424894645817752,2.679294723612909,0.1433337886270486,0.816,0.3680000000000001,0.3680000000000001,0.48852961672473877
LOR1-int,LOR1-int,LTR,47,345,1.6482729989837321,0.00290897904485492,0.006406479861790315,151.4468085106383,159.2231884057971,1.6720978579357175,2.537819095073274,2.9863087075826424,0.634501058756256,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
LTR57-int,LTR57-int,LTR,47,288,2.0381135416513656,3.60984974222983e-05,9.942309049081196e-05,192.0212765957447,175.38541666666666,1.6720978579357175,2.459392487759231,2.5383698824840875,0.5893304981825855,0.8,0.3999999999999999,0.3999999999999999,0.5225142857142856
HERVK9-int,HERVK9-int,LTR,6,103,0.6464382291162292,0.3822508490576073,0.47187853091662596,69.0,75.25242718446601,0.7781512503836436,2.012837224705172,2.6433458515694914,1.0544245408237918,0.996,0.008000000000000007,0.008000000000000007,0.020052631578947388
LTR49-int,LTR49-int,LTR,94,632,1.8259680188227798,4.551591170754406e-07,1.5529757337827721e-06,163.2872340425532,177.1360759493671,1.9731278535996986,2.800717078282385,2.861624246242104,0.42149891028593955,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
MER65-int,MER65-int,LTR,31,295,1.227171603131619,0.301081834862836,0.3858032928791722,172.1290322580645,175.83389830508474,1.4913616938342726,2.469822015978163,2.569762252511721,0.6023106633406462,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
LTR41B,LTR41B,LTR,45,558,0.9167325736649518,0.6525202804500692,0.7326431046703625,245.6,244.99462365591398,1.6532125137753437,2.7466341989375787,1.6539393474982464,0.28101652483076056,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
MER102a,MER102a,DNA,374,2640,1.724882310846911,5.156948725457272e-20,3.5941417031693065e-19,258.5561497326203,265.44772727272726,2.5728716022004803,3.4216039268698313,1.5690209367283752,0.13201642580820308,0.116,0.232,0.232,0.33996923076923075
L1MB5,L1MB5,LINE,1042,5250,2.5878585157933194,1.563461197529232e-136,3.50399244858022e-135,181.69865642994242,182.70857142857142,3.0178677189635055,3.720159303405957,2.6606929744932533,0.14101662134426543,0.682,0.6359999999999999,0.6359999999999999,0.733549949545913
MER67A,MER67A,LTR,59,354,2.0901505356019956,1.7650460718313213e-06,5.6511138938465e-06,171.98305084745763,182.80790960451978,1.7708520116421442,2.5490032620257876,1.6082171589986078,0.36740376286799886,0.096,0.192,0.192,0.2937831325301205
HERV16-int,HERV16-int,LTR,130,1446,1.0323690842792914,0.7095035696640373,0.7767840805804546,272.7153846153846,283.61479944674966,2.113943352306837,3.160168292958512,2.4433265300488776,0.2488875907445766,1.0,0.0,0.003992015968063872,0.010707259953161602
MLT1A,MLT1A,LTR,888,10212,0.9953096510520062,0.9162483284571898,0.9442663642997035,189.18693693693695,195.03916960438698,2.948412965778601,4.009110806132212,1.5819844524679092,0.0651515860812121,1.0,0.0,0.003992015968063872,0.010707259953161602
MER2B,MER2B,DNA,198,1786,1.303053618618167,0.000674116093409161,0.0016187283503501493,198.15656565656565,205.5195968645017,2.296665190261531,3.2518814545525276,1.5462978788393358,0.15847452603664353,0.946,0.1080000000000001,0.1080000000000001,0.1873201820940821
AluYk3,AluYk3,SINE,1171,7292,1.999323037743186,1.5291339415518969e-89,2.570294257637968e-88,73.76771989752348,76.92279210093253,3.068556895072363,3.8628466599829387,1.540562505201176,0.08448485227515759,0.0,0.0,0.003992015968063872,0.010707259953161602
L2d,L2d,LINE,4313,22895,2.4257082621294117,0.0,0.0,294.10642244377465,300.64241100677003,3.634779458145952,4.359740647863716,2.1233250316698897,0.05784464150945381,0.0,0.0,0.003992015968063872,0.010707259953161602
L1MEc,L1MEc,LINE,863,6802,1.5186072243648414,1.3696557427177788e-27,1.1950507739896344e-26,233.7856315179606,241.75242575713025,2.9360107957152097,3.8326366275967034,2.70253182597467,0.12825377599039287,1.0,0.0,0.003992015968063872,0.010707259953161602
MER63B,MER63B,DNA,188,1731,1.2733257113583458,0.0024725823441268243,0.005487692464731961,217.39893617021278,222.03350664355864,2.27415784926368,3.238297067875394,1.5518169517461902,0.16191435706601082,0.964,0.07200000000000006,0.07200000000000006,0.13230868167202586
MER53,MER53,DNA,764,5362,1.7364905713517709,6.367023408278769e-40,6.99760361121407e-39,169.29450261780104,173.36292428198433,2.8830933585756897,3.7293268096468606,1.5270724894422463,0.08931728284449951,0.014,0.028,0.028,0.05993258426966297
AluYg6,AluYg6,SINE,267,1769,1.8577575986695976,4.29153214733477e-18,2.8353880025454574e-17,112.71910112359551,112.06953080836631,2.4265112613645754,3.2477278329097232,1.5408862115280213,0.15157799293319568,0.012,0.024,0.024,0.052351145038167984
AluYe5,AluYe5,SINE,1232,5854,2.7856692329664856,4.265754521635638e-182,1.083501648495452e-180,120.21753246753246,114.89357704133926,3.090610707828407,3.7674527180977733,1.5367636520287984,0.090774307650718,0.0,0.0,0.003992015968063872,0.010707259953161602
MIR1_Amn,MIR1_Amn,SINE,3012,13598,2.9735400204806783,0.0,0.0,252.49933598937582,261.556625974408,3.478854967528663,4.133475036838092,1.5270582561481365,0.054104980946999,0.0,0.0,0.003992015968063872,0.010707259953161602
